Order,Open,High,Low,Close,Volume
836,518.89,518.969,518.78,518.885,226781
837,519,519.05,518.78,518.88,316560
838,519.17,519.2,519,519.005,254540
839,519.01,519.41,518.98,519.18,313099
840,519.27,519.397,518.94,518.99,320316
841,519.3,519.48,519.25,519.27,200337
842,519.405,519.45,519.18,519.271,238014
843,519.045,519.41,519.01,519.41,1217823
844,519.31,519.46,518.96,519.05,574699
845,519.01,519.4,518.99,519.31,326514
846,518.79,519.03,518.73,519.02,251710
847,518.905,518.91,518.65,518.795,278278
848,518.94,519.04,518.69,518.905,334848
849,519.12,519.13,518.84,518.97,276169
850,519.28,519.285,519.055,519.115,197981
851,519.1,519.28,518.92,519.275,211579
852,518.981,519.16,518.894,519.09,268547
853,519.06,519.13,518.79,518.995,534535
854,519.125,519.22,518.97,519.05,371767
855,519.21,519.27,519.076,519.14,199210
856,519.43,519.46,519.18,519.2,283014
857,519.07,519.44,519.005,519.44,378491
858,518.97,519.1,518.92,519.06,192203
859,519.1,519.19,518.86,518.97,242369
860,518.71,519.21,518.69,519.1,608592
861,518.86,518.96,518.65,518.72,268851
862,518.56,518.875,518.46,518.86,397882
863,518.06,518.68,518.06,518.56,644141
864,518.37,518.468,517.89,518.06,570139
865,518.24,518.585,518.11,518.362,358149
866,518.5,518.58,518.041,518.25,361600
867,518.45,518.78,518.36,518.5,446455
868,518.73,518.74,518.285,518.455,452027
869,518.7,518.78,518.28,518.73,410090
870,518.79,518.905,518.57,518.701,365778
871,519.04,519.04,518.44,518.8,582391
872,519.073,519.16,518.815,519.04,344126
873,519.33,519.35,518.55,519.09,889100
874,519.5,519.51,519.185,519.34,396643
875,519.86,519.88,519.385,519.525,328121
876,519.61,519.91,519.45,519.865,295909
877,519.775,519.82,519.56,519.62,273989
878,519.79,520.01,519.65,519.77,315129
879,519.772,519.88,519.59,519.76,297193
880,519.99,520.13,519.33,519.78,855859
881,520.12,520.18,519.82,519.99,481629
882,519.95,520.169,519.92,520.11,435554
883,519.74,519.95,519.705,519.95,407282
884,519.83,519.88,519.545,519.725,442326
885,519.8,519.94,519.75,519.83,487839
886,519.53,520.12,519.49,519.8,874737
887,519.17,519.58,519.08,519.537,826997
888,518.69,519.18,518.68,519.16,459904
889,518.75,518.98,518.52,518.67,496057
890,518.645,518.93,518.455,518.77,444635
891,518.46,518.86,518.2,518.635,526137
892,518.84,518.9,518.28,518.46,497648
893,518.78,519.07,518.71,518.83,396288
894,518.72,518.92,518.44,518.77,560564
895,518.7,519.075,518.67,518.73,736877
896,518.28,518.89,517.98,518.68,784182
897,518.97,518.97,518.23,518.27,896759
898,519.15,519.39,518.91,518.965,1242217
899,519.79,519.81,519.08,519.15,54091
900,519.66,519.83,519.6,519.81,21537
901,519.72,519.81,519.59,519.67,8260
902,519.685,519.73,519.59,519.7,17898
903,519.79,519.81,519.63,519.685,25492
904,519.81,519.95,519.7,519.82,64768
905,519.76,519.91,519.66,519.8,16100
906,519.6,519.9,515.665,519.765,42360
907,519.3,519.7,518.43,519.59,25979
908,519.27,519.38,519.26,519.27,56917
909,519.23,519.41,519.15,519.295,26182
910,519.17,519.23,518.98,519.2,13992
911,518.951,519.19,518.95,519.16,8774
912,519.22,519.22,518.94,518.95,21799
913,518.84,519.24,518.43,519.215,39786
914,518.49,518.84,518.465,518.84,9926
915,518.675,519.1,517.77,518.5,9518
916,518.189,519.16,517.46,518.69,52569
917,518.71,518.75,518.58,518.67,5113
918,518.5,518.75,518.5,518.72,5499
919,518.29,518.43,518.15,518.43,25140
920,518.49,518.49,518.19,518.29,5280
921,518.47,518.57,518.45,518.52,10247
922,518.49,518.51,518.38,518.49,7652
923,518.76,518.76,518.5,518.56,910
924,518.76,518.81,518.71,518.77,1090
925,518.56,518.79,518.54,518.79,4907
926,518.749,518.79,518.59,518.6,5733
927,518.9,518.9,518.71,518.76,4572
928,518.65,518.94,518.63,518.83,15164
929,518.44,518.68,518.44,518.68,2173
930,518.32,518.47,518.32,518.4,239
931,518.26,518.42,518.26,518.4,5308
932,518.14,518.27,518.09,518.27,100
933,518.27,518.27,518.04,518.15,7688
934,518.33,518.36,518.24,518.3,1430
935,518.19,518.3,518.11,518.3,152
936,518.03,518.29,518.01,518.13,1283
937,517.96,518.16,517.91,518.16,23
938,518.07,518.07,517.85,517.91,1228
939,518.19,518.19,518.11,518.11,26
940,518.22,518.22,518.05,518.05,110
941,518.21,518.21,518.2,518.2,21
942,518.3,518.3,518.2,518.2,2554
943,518.35,518.35,518.25,518.3,279
944,518.1,518.35,518.1,518.23,1519
945,518.3,518.31,518.11,518.14,782
946,518.31,518.35,518.24,518.24,568
947,518.47,518.48,518.3,518.3,2082
948,518.15,518.4,518.11,518.39,1219
949,517.87,518.09,517.85,518.07,2649
950,517.88,518.04,517.87,517.99,1142
951,518.12,518.12,517.72,517.78,535
952,517.69,518.1,517.64,518.01,841
953,517.77,517.77,517.54,517.68,771
954,518.02,518.05,517.79,517.79,3228
955,518.12,518.12,518.08,518.09,139
956,518.19,518.25,518.09,518.15,1571
957,518,518.25,518,518.22,2313
958,517.61,517.98,517.47,517.98,2812
959,517.25,517.66,517.03,517.66,3759
960,518.09,518.09,517.08,517.25,11618
961,518.93,518.93,518.1,518.11,7610
962,518.98,518.98,518.77,518.88,3703
963,518.9,519.04,518.85,519.01,2424
964,518.83,519.07,517.5,518.92,5362
965,518.43,518.43,518.43,518.43,1037671
966,518.42,518.7,518.42,518.67,4695
967,518.38,518.5,518.36,518.42,1589
968,518.375,518.4,518.35,518.375,853
969,518.43,518.43,518.35,518.35,673
970,518.48,518.49,518.43,518.43,3678
971,518.46,518.5,518.43,518.49,2105
972,518.37,518.48,518.34,518.445,12380
973,518.37,518.39,518.26,518.37,76
974,518.39,518.39,518.25,518.39,580
975,518.3,518.43,518.25,518.39,9365
976,518.325,518.35,518.3,518.325,820
977,518.38,518.39,518.3,518.35,12106
978,518.425,518.43,518.38,518.38,5493
979,518.465,518.5,518.41,518.42,4853
980,518.459,518.48,518.43,518.455,457
981,518.48,518.48,518.445,518.445,370
982,518.422,518.48,518.42,518.455,644
983,518.43,518.5,518.42,518.48,1040081
984,518.44,518.48,518.44,518.46,455
985,518.44,518.46,518.42,518.45,437
986,518.45,518.46,518.36,518.42,76
987,518.41,518.46,518.35,518.36,642
988,518.425,518.45,518.4,518.41,654
989,518.38,518.44,518.35,518.44,654
990,518.39,518.41,518.34,518.38,3289
991,518.465,518.5,518.36,518.405,9279
992,518.475,518.5,518.45,518.465,1465
993,518.5,518.5,518.45,518.499,4144
994,518.475,518.5,518.47,518.485,1139
995,518.5,518.5,518.45,518.475,1960
996,518.42,518.5,518.31,518.5,8116
997,518.43,518.5,518.3,518.42,15322
998,518.69,518.85,518.39,518.43,30959
999,518.825,518.87,518.68,518.69,8315
1000,518.745,518.85,518.7,518.825,8869
1001,518.785,518.85,518.73,518.745,629
1002,518.685,518.87,518.68,518.87,27898
1003,518.69,518.76,518.43,518.71,8452
1004,518.56,518.71,518.45,518.675,22235
1005,518.56,518.56,518.46,518.54,24553
1006,518.68,518.68,518.52,518.55,6912
1007,518.63,518.79,512.916,518.67,362059
1008,518.44,518.7,518.43,518.61,41844
1009,518.33,518.44,518.3,518.44,73363
1010,518.31,518.6,518.26,518.32,684027
1011,518.43,518.62,517.978,518.3,4520777
1012,518.31,518.47,518.2,518.26,167335
1013,518.4,518.45,512.916,518.3,3123249
1014,519.16,519.295,518.39,518.4,3827919
1015,518.47,519.2,518.42,519.18,1471373
1016,518.18,518.72,518.12,518.46,1145978
1017,518.43,518.585,518.14,518.185,624455
1018,518.95,518.955,518.17,518.44,715151
1019,518.15,519.04,518.02,518.97,1058619
1020,518.08,518.29,517.96,518.15,625552
1021,518.29,518.325,517.825,518.085,591807
1022,518.3,518.38,517.91,518.286,458291
1023,517.94,518.355,517.845,518.31,623050
1024,518.07,518.39,517.68,517.95,751534
1025,517.88,518.12,517.71,518.08,741611
1026,517.585,517.9,517.24,517.865,646777
1027,517.52,517.84,517.31,517.59,527996
1028,518.2,518.23,517.39,517.51,602587
1029,518.49,518.69,517.75,518.2,622142
1030,518.14,518.71,517.985,518.48,552032
1031,517.8,518.39,517.2,518.1,662422
1032,518.32,518.73,517.77,517.79,624241
1033,518.62,519.28,518.3,518.32,757414
1034,518.55,518.81,518.43,518.62,427994
1035,518.81,519.04,518.31,518.559,964809
1036,517.69,518.92,517.63,518.84,979695
1037,517.8,517.885,516.97,517.68,1063911
1038,518.245,518.31,517.43,517.81,925910
1039,518.62,518.85,518.21,518.23,613554
1040,518.925,518.94,518.43,518.63,620196
1041,519.05,519.281,518.56,518.92,588720
1042,519.53,519.54,519.03,519.04,414485
1043,519.26,519.595,519.251,519.53,652683
1044,519.28,519.34,519.03,519.26,394297
1045,518.86,519.4,518.86,519.28,429004
1046,518.82,519.055,518.79,518.86,547881
1047,519.16,519.4,518.71,518.82,733960
1048,519.85,519.85,519.04,519.16,818987
1049,520.33,520.43,519.765,519.86,678347
1050,519.77,520.44,519.71,520.34,801525
1051,519.445,519.93,519.441,519.77,509375
1052,519.61,519.78,519.37,519.43,507303
1053,519.85,519.85,519.46,519.6,455067
1054,519.52,519.857,519.37,519.85,643305
1055,519.61,519.69,519.08,519.52,1010001
1056,519.99,520,519.58,519.615,588838
1057,519.83,520.01,519.475,519.995,769282
1058,519.675,520.01,519.675,519.83,849014
1059,519.62,519.836,519.54,519.67,715646
1060,519.49,519.7,519.195,519.62,929095
1061,519.43,519.729,519.35,519.48,610784
1062,519.09,519.72,519.07,519.43,1199578
1063,518.8,519.13,518.77,519.085,501053
1064,518.86,519.195,518.76,518.8,721800
1065,518.12,518.96,518.1,518.85,1026867
1066,517.62,518.19,517.57,518.12,663768
1067,517.84,517.98,517.58,517.62,961544
1068,517.29,517.87,517.141,517.85,524111
1069,516.99,517.34,516.835,517.29,530400
1070,517.17,517.19,516.43,517.01,959482
1071,517.43,517.68,517.07,517.18,588767
1072,517.45,517.58,517.03,517.44,727089
1073,518.05,518.08,517.4,517.45,1817785
1074,517.45,518.091,517.36,518.06,835544
1075,517.005,517.55,516.97,517.45,1054989
1076,516.2,517.03,516.16,517.03,786852
1077,515.93,516.35,515.84,516.205,496310
1078,515.98,516.37,515.74,515.92,682581
1079,515.46,516.1,515.19,515.98,798581
1080,515.97,515.97,514.89,515.44,1067559
1081,515.82,516.035,515.58,515.99,626655
1082,516.03,516.25,515.69,515.84,528658
1083,515.67,516.43,515.37,516.04,869607
1084,515.81,516.26,514.99,515.67,1365181
1085,515.92,516.08,515.45,515.82,1016163
1086,516.25,516.4,515.81,515.92,843142
1087,515.48,516.26,515.4,516.24,1199335
1088,515.38,515.925,515.01,515.5,1096075
1089,514.211,515.52,514.06,515.375,975404
1090,514.78,515.09,514.2,514.21,1074452
1091,514.46,515.18,514.01,514.788,1975297
1092,514.07,514.83,514.05,514.41,69449
1093,514.02,514.24,513.91,514.065,39999
1094,513.87,514.34,513.87,513.99,73695
1095,514.15,514.15,513.86,513.88,67931
1096,514.31,518.925,513.525,514.159,74921
1097,514.48,514.94,514.12,514.33,80570
1098,514.99,515.11,514.26,514.439,91642
1099,514.7,515.18,514.53,515.01,88593
1100,515.61,515.66,513.07,514.7,97151
1101,514.37,515.749,514.31,515.55,212443
1102,514.83,515.13,514.04,514.475,439028
1103,514.85,514.91,512.5,514.74,1111821
1104,514.71,515.21,514.66,515.16,52789
1105,514.83,514.9,514.69,514.71,60057
1106,514.72,514.84,514.71,514.84,48148
1107,514.77,514.84,514.68,514.7,22549
1108,513.79,515.07,513.65,514.795,39131
1109,514.441,515.25,513.07,514.31,56526
1110,514.9,514.9,514.7,514.78,13674
1111,514.99,515.04,514.9,514.9,14323
1112,515.1,515.1,514.93,514.98,8893
1113,515,515.25,514.95,515.1,13545
1114,514.64,515.03,514.64,515,40499
1115,514.59,514.66,514.56,514.65,5618
1116,514.6,514.6,514.42,514.6,9121
1117,514.62,514.66,514.59,514.62,63479
1118,514.5,514.62,514.5,514.62,18003
1119,514.63,514.64,514.51,514.51,7146
1120,514.66,514.69,514.581,514.621,24897
1121,514.6,514.74,514.59,514.7,9689
1122,514.61,514.65,514.56,514.57,2767
1123,514.55,514.69,514.55,514.61,1927
1124,514.5,514.56,514.48,514.48,1462
1125,514.58,514.58,514.5,514.53,253
1126,514.43,514.57,514.38,514.55,1807
1127,514.36,514.39,514.24,514.35,3429
1128,514.43,514.43,514.35,514.35,2977
1129,514.47,514.47,514.38,514.39,636
1130,514.45,514.46,514.41,514.46,180
1131,514.45,514.55,514.45,514.46,1914
1132,514.5,514.56,514.4,514.45,577
1133,514.63,514.64,514.45,514.5,1633
1134,514.74,514.75,514.5,514.63,7704
1135,514.55,514.69,514.54,514.69,46
1136,514.44,514.53,514.39,514.51,268
1137,514.56,514.57,514.46,514.46,138
1138,514.44,514.58,514.4,514.55,3423
1139,514.43,514.56,514.43,514.48,71
1140,514.45,514.48,514.4,514.44,461
1141,514.52,514.62,514.48,514.48,308
1142,514.61,514.61,514.31,514.53,723
1143,514.49,514.6,514.49,514.6,31
1144,514.43,514.54,514.43,514.48,343
1145,514.53,514.59,514.49,514.52,262
1146,514.34,514.5,514.24,514.5,497
1147,514.55,514.57,514.35,514.35,585
1148,514.53,514.57,514.5,514.55,497
1149,514.68,514.75,514.48,514.57,601
1150,514.69,514.71,514.66,514.69,790
1151,514.6,514.74,514.6,514.71,1033
1152,514.36,514.54,514.34,514.5,734
1153,514.3,514.4,514.21,514.38,627
1154,514.39,514.46,514.18,514.36,3694
1155,514.43,514.43,514.28,514.33,669
1156,514.62,514.62,514.43,514.44,2872
1157,514.42,514.67,514.1,514.6,9153
1158,513.07,513.07,513.07,513.07,1182796
1159,513.46,513.46,513.36,513.39,6778
1160,513.52,513.57,513.44,513.45,4941
1161,513.46,513.55,513.42,513.52,2575
1162,513.675,513.68,513.4,513.475,16973
1163,513.695,513.73,513.625,513.68,2713
1164,513.585,513.8,513.58,513.71,2354
1165,513.529,513.6,513.39,513.57,1981
1166,513.45,513.53,513.375,513.515,2497
1167,513.535,513.57,513.33,513.445,2042
1168,513.53,513.6,513.485,513.58,1922
1169,513.695,513.71,513.51,513.525,2027
1170,513.44,513.72,513.28,513.71,6056
1171,513.39,513.54,513.39,513.415,1772
1172,513.58,513.62,513.32,513.391,1807
1173,513.81,513.85,513.535,513.6,2862
1174,513.625,513.84,513.57,513.825,10062
1175,513.78,513.79,513.49,513.62,8583
1176,513.07,513.86,513.07,513.78,1192931
1177,513.35,513.51,513.12,513.44,11638
1178,513.83,513.87,513.15,513.3,23382
1179,513.95,513.99,513.81,513.845,8037
1180,513.89,514.05,513.88,513.95,12341
1181,513.59,513.88,513.54,513.845,9227
1182,513.34,522.16,513.32,513.61,65581
1183,513.275,513.35,513.23,513.33,3513
1184,513.29,513.32,513.25,513.25,13031
1185,513.33,513.33,513.27,513.29,1332
1186,513.27,513.34,513.22,513.3,2768
1187,513.34,513.39,513.26,513.265,4812
1188,513.2,513.4,513.07,513.33,34935
1189,513.25,513.25,513.2,513.225,11542
1190,513.25,513.3,513.2,513.245,20919
1191,513.25,513.29,513.195,513.25,39988
1192,513.145,513.3,513.1,513.25,13004
1193,513.08,513.19,513.05,513.19,34656
1194,513.07,513.15,513,513.08,197147
1195,512.99,513.1,512.89,513.1,27980
1196,513.09,513.11,512.93,512.975,26438
1197,513,513.08,512.96,513.08,19098
1198,512.98,513.06,512.93,513,24130
1199,512.805,513.03,512.77,512.99,63832
1200,512.66,512.84,512.58,512.82,126788
1201,512.9,512.9,512.56,512.69,91145
1202,513.01,513.24,512.89,512.9,67324
1203,513.45,513.48,512.84,513.01,172907
1204,513.07,521.011,512.907,513.465,3061897
1205,513.52,513.65,512.916,513.46,2408236
1206,513.03,519.806,513.02,513.53,3341041
1207,514.16,514.16,512.83,513.03,7313085
1208,513.97,514.38,513.29,514.16,4799462
1209,513.35,514.03,513.27,513.98,2712445
1210,513.24,513.5,512.755,513.348,2315879
1211,513.98,514.01,513.19,513.225,2360357
1212,513.71,514.22,513.55,513.98,2134463
1213,514.75,515.01,513.66,513.69,2203964
1214,514.73,515.37,514.67,514.76,1596557
1215,515.46,515.49,514.52,514.74,2183171
1216,515.8,515.8,515.06,515.465,1295947
1217,515.09,516.06,515.09,515.805,1914441
1218,515.89,515.89,514.85,515.08,2785115
1219,516.56,516.61,515.5,515.891,2114104
1220,517.16,517.23,516.41,516.56,1410471
1221,516.195,517.22,516.19,517.165,1936738
1222,517.65,517.65,516.09,516.2,1574544
1223,516.53,518,516.52,517.64,2614339
1224,518,518,516.37,516.51,4314842
1225,519.58,519.68,517.84,518.01,2518784
1226,519.06,519.64,518.77,519.57,2226928
1227,519.815,519.85,518.82,519.07,2170683
1228,520.565,520.59,519.76,519.815,2471318
1229,521.54,521.555,520.53,520.56,1826049
1230,521.865,521.865,521.465,521.549,1023649
1231,522.34,522.4,521.71,521.86,731497
1232,522.46,522.55,522.31,522.34,601944
1233,522.65,522.69,522.235,522.465,611708
1234,522.98,522.985,522.5,522.655,586068
1235,522.992,523.1,522.96,522.98,493136
1236,523.17,523.19,522.955,523,310190
1237,523.24,523.291,523.155,523.17,254562
1238,523.28,523.32,523.19,523.24,189249
1239,523.37,523.38,523.245,523.29,205819
1240,523.421,523.47,523.32,523.36,243321
1241,523.23,523.421,523.22,523.421,217069
1242,523.44,523.44,523.2,523.24,267334
1243,523.61,523.62,523.28,523.44,355431
1244,523.485,523.62,523.475,523.62,436679
1245,523.48,523.57,523.445,523.49,171095
1246,523.51,523.58,523.41,523.485,224635
1247,523.46,523.55,523.415,523.52,203067
1248,523.52,523.54,523.41,523.455,224101
1249,523.49,523.54,523.445,523.51,230905
1250,523.49,523.6,523.41,523.49,344175
1251,523.58,523.65,523.48,523.48,1277927
1252,523.78,523.85,523.515,523.58,552151
1253,523.425,523.867,523.42,523.775,977404
1254,523.27,523.43,523.18,523.43,875969
1255,523.22,523.31,523.15,523.26,324054
1256,523.03,523.289,523.025,523.22,614501
1257,523.06,523.13,522.94,523.02,277321
1258,522.88,523.09,522.88,523.06,658438
1259,522.805,522.905,522.77,522.872,294010
1260,522.77,522.86,522.68,522.8,360909
1261,522.63,522.76,522.52,522.75,266825
1262,522.421,522.67,522.4,522.621,1052854
1263,522.45,522.55,522.42,522.42,316252
1264,522.61,522.71,522.36,522.46,442840
1265,522.7,522.79,522.535,522.61,249537
1266,522.73,522.87,522.7,522.71,289823
1267,522.715,522.86,522.685,522.73,480234
1268,522.89,522.89,522.67,522.705,273730
1269,522.905,522.965,522.815,522.885,228703
1270,522.78,522.96,522.735,522.92,319100
1271,522.66,522.82,522.61,522.785,588372
1272,522.92,522.95,522.62,522.66,343773
1273,522.64,523,522.58,522.92,476233
1274,522.81,522.89,522.47,522.63,581000
1275,522.905,523.04,522.74,522.8,337520
1276,522.93,523.04,522.775,522.905,433904
1277,522.89,522.99,522.745,522.92,383259
1278,522.84,523.04,522.81,522.88,491244
1279,522.81,522.87,522.58,522.84,849387
1280,523.16,523.2,522.735,522.8,919019
1281,523.14,523.26,522.98,523.16,704194
1282,523.06,523.35,523.01,523.14,760145
1283,523.53,523.64,522.94,523.06,1479736
1284,523.52,523.7,523.22,523.53,2676603
1285,523.35,523.61,523.22,523.52,150508
1286,523.34,523.37,523.25,523.37,31912
1287,523.32,523.36,523.13,523.33,50410
1288,523.08,523.48,523.08,523.31,115902
1289,522.97,523.13,522.94,523.07,43874
1290,523,523.07,522.87,522.955,86005
1291,522.87,523.1,522.86,522.98,83739
1292,522.72,522.92,522.67,522.85,66375
1293,522.2,522.8,519.41,522.71,96030
1294,522.16,522.23,522.04,522.19,41095
1295,521.87,522.16,521.83,522.125,55518
1296,521.5,521.93,519.185,521.835,80807
1297,521.26,521.5,521.24,521.41,54091
1298,521.24,521.359,521.22,521.295,15839
1299,521.42,521.44,519.41,521.25,6233
1300,521.35,521.41,519.41,521.41,17673
1301,520.95,521.46,520.95,521.35,67553
1302,521.409,521.64,519.41,521.35,24655
1303,521.4,521.44,521.35,521.39,4449
1304,521.3,521.41,521.26,521.39,2046
1305,521.29,521.39,521.26,521.31,1741
1306,521.43,521.49,521.3,521.3,1681
1307,521.37,521.45,521.35,521.44,4028
1308,521.44,521.48,520.8,521.36,48574
1309,521.41,521.46,521.39,521.42,7103
1310,521.47,521.54,521.41,521.41,10049
1311,521.54,521.55,521.47,521.5,4244
1312,521.55,521.6,521.5,521.54,12049
1313,521.55,521.6,521.48,521.56,11467
1314,521.61,521.64,521.45,521.52,26765
1315,521.45,521.63,521.45,521.62,12119
1316,521.34,521.45,521.34,521.45,488
1317,521.25,521.33,521.25,521.33,800
1318,521.16,521.25,521.15,521.25,412
1319,521.26,521.28,521.11,521.15,1534
1320,521.34,521.34,521.25,521.27,632
1321,521.33,521.4,521.33,521.37,952
1322,521.31,521.44,521.27,521.44,208
1323,521.41,521.45,521.35,521.36,576
1324,521.32,521.41,521.32,521.41,177
1325,521.16,521.18,521.15,521.16,453
1326,521.32,521.36,521.16,521.16,2143
1327,521.41,521.41,521.35,521.35,4048
1328,521.27,521.42,521.25,521.41,1281
1329,521.45,521.45,521.32,521.32,560
1330,521.31,521.42,521.29,521.42,712
1331,521.41,521.41,521.33,521.35,648
1332,521.4,521.41,521.33,521.41,3024
1333,521.41,521.44,521.41,521.42,540
1334,521.34,521.42,521.34,521.42,691
1335,521.28,521.35,521.26,521.35,268
1336,521.12,521.25,521.11,521.24,859
1337,521.15,521.18,521.05,521.05,1361
1338,521.24,521.24,521.2,521.2,397
1339,521.18,521.18,521.15,521.15,79
1340,521.18,521.28,521.15,521.28,1090
1341,521.2,521.21,521.15,521.18,2764
1342,521.22,521.26,521.22,521.22,119
1343,521.45,521.45,521.24,521.25,1675
1344,521.34,521.54,521.34,521.44,24962
1345,521.31,521.41,521.3,521.35,1554
1346,521.38,521.38,521.26,521.31,1133
1347,521.26,521.34,521.18,521.34,580
1348,521.42,521.42,521.31,521.33,753
1349,521.29,521.41,521.29,521.4,3980
1350,521.12,521.26,520.61,521.18,24939
1351,519.41,519.41,519.41,519.41,833829
1352,520.57,520.7,520.51,520.61,24895
1353,520.565,520.69,520.49,520.57,3317
1354,520.65,520.65,520.43,520.555,3947
1355,520.515,520.669,520.515,520.66,18634
1356,520.67,520.67,520.43,520.515,3527
1357,520.19,521.26,520.19,520.66,17185
1358,519.95,520.2,519.94,520.2,11683
1359,519.9,519.97,519.885,519.94,1682
1360,519.87,519.91,519.85,519.87,425
1361,519.79,519.87,519.78,519.86,1906
1362,519.73,519.79,519.7,519.79,1629
1363,519.73,519.76,519.701,519.715,1066
1364,519.685,520.26,519.68,519.71,2882
1365,519.68,519.69,519.641,519.68,2893
1366,519.68,520.26,519.64,519.66,6575
1367,519.709,519.71,519.64,519.675,838
1368,519.665,519.73,519.64,519.7,3713
1369,519.41,519.67,519.41,519.67,840613
1370,519.66,519.67,519.63,519.665,903
1371,519.61,519.67,519.61,519.65,499
1372,519.71,519.71,519.6,519.61,2652
1373,519.71,519.72,519.69,519.71,4358
1374,519.64,519.75,519.64,519.7,4521
1375,519.93,519.93,519.6,519.64,34913
1376,519.918,519.94,519.85,519.94,2938
1377,519.91,519.92,519.41,519.885,197938
1378,519.86,519.91,519.84,519.91,7440
1379,519.825,519.88,519.81,519.86,6647
1380,519.83,519.84,519.79,519.8,5701
1381,519.78,519.84,519.78,519.84,873
1382,519.79,519.83,519.77,519.805,1744
1383,519.755,519.83,519.75,519.79,943
1384,519.84,519.85,519.73,519.77,13666
1385,519.815,519.85,519.78,519.84,559
1386,519.77,519.85,519.77,519.83,4454
1387,519.8,519.84,519.75,519.77,1436
1388,519.91,519.94,518.69,519.78,56943
1389,519.94,519.96,519.9,519.91,13095
1390,519.92,519.99,519.9,519.96,13745
1391,519.93,519.97,519.46,519.925,72165
1392,519.875,519.94,519.86,519.92,7298
1393,519.875,519.92,519.87,519.88,16391
1394,519.82,519.88,519.81,519.86,19340
1395,519.81,519.85,519.41,519.79,99685
1396,519.79,519.88,519.41,519.81,67232
1397,519.41,519.89,519.246,519.79,3647934
1398,519.8,519.9,519.255,519.74,435677
1399,519.36,519.9,519.36,519.8,2749195
1400,519.47,519.6,519.035,519.36,8239039
1401,519.74,519.77,519.37,519.475,1890018
1402,519.39,519.77,519.385,519.75,996993
1403,519.288,519.48,519.13,519.38,905399
1404,518.89,519.46,518.89,519.295,1069146
1405,518.55,518.91,518.28,518.9,844909
1406,518.3,518.65,518.16,518.53,708109
1407,518.66,518.81,518.21,518.29,633390
1408,518.73,519,517.77,518.66,1797256
1409,519.85,519.875,518.57,518.73,1080553
1410,519.88,520.03,519.77,519.845,1053794
1411,519.95,519.97,519.72,519.88,359625
1412,520.07,520.18,519.86,519.96,359548
1413,520.06,520.178,519.85,520.07,417067
1414,520.28,520.29,520.04,520.046,256462
1415,520.3,520.425,520.175,520.285,251886
1416,520.21,520.378,520.21,520.3,308789
1417,520.19,520.235,519.96,520.21,682126
1418,520.445,520.45,520.15,520.205,318129
1419,520.45,520.51,520.34,520.44,520067
1420,520.55,520.625,520.25,520.45,420881
1421,520.7,520.79,520.53,520.55,320784
1422,520.55,520.8,520.51,520.69,397554
1423,520.56,520.6,520.445,520.545,254146
1424,520.66,520.69,520.46,520.55,719043
1425,520.66,520.8,520.62,520.67,250780
1426,520.54,520.725,520.48,520.66,410611
1427,520.41,520.645,520.41,520.525,222278
1428,520.59,520.62,520.39,520.41,198531
1429,520.63,520.7,520.42,520.599,280189
1430,520.53,520.68,520.53,520.62,317274
1431,520.5,520.66,520.37,520.52,311950
1432,520.5,520.55,520.32,520.505,265698
1433,520.49,520.61,520.45,520.49,276586
1434,520.42,520.55,520.3,520.48,247287
1435,520.32,520.585,520.3,520.43,291276
1436,520.53,520.62,520.31,520.31,302833
1437,520.3,520.709,520.25,520.54,463390
1438,520.3,520.43,520.14,520.302,307934
1439,519.51,520.435,519.51,520.305,641295
1440,520.71,520.75,519.39,519.5,1109981
1441,520.64,520.845,520.57,520.705,451357
1442,520.55,520.65,520.345,520.645,453594
1443,520.355,520.62,520.31,520.56,452827
1444,520.11,520.37,519.882,520.36,641450
1445,520.08,520.3,519.72,520.1,829802
1446,519.93,520.1,519.87,520.08,529187
1447,520.18,520.21,519.845,519.922,751950
1448,520.29,520.34,520.1,520.19,452480
1449,520.662,520.68,520.23,520.305,587553
1450,520.75,520.76,520.56,520.665,303361
1451,520.75,520.92,520.74,520.76,249856
1452,520.75,520.9,520.73,520.755,320659
1453,520.83,520.93,520.69,520.74,589348
1454,520.892,520.91,520.805,520.81,213683
1455,520.8,520.94,520.78,520.9,300349
1456,520.868,520.91,520.64,520.8,417614
1457,520.84,520.95,520.8,520.87,394837
1458,520.76,520.88,520.725,520.84,322271
1459,520.67,520.81,520.6,520.77,373114
1460,520.66,520.81,520.54,520.68,428986
1461,520.52,520.84,520.515,520.664,457262
1462,520.485,520.615,520.385,520.525,416146
1463,520.38,520.51,520.17,520.48,382764
1464,520.45,520.62,520.28,520.39,543970
1465,520.41,520.69,520.34,520.46,592615
1466,520.37,520.63,520.32,520.4,647396
1467,520.43,520.51,520.275,520.375,657611
1468,520.23,520.505,520.049,520.43,816202
1469,519.55,520.25,519.48,520.225,767323
1470,519.98,520.31,518.259,519.54,1205043
1471,518.45,520.155,518.42,519.97,2059282
1472,518.56,518.61,518.21,518.39,508816
1473,518.39,518.58,518.36,518.57,380493
1474,518.31,518.64,518.24,518.38,548941
1475,518.46,518.58,517.72,518.315,619455
1476,518.21,518.52,518.16,518.468,803573
1477,517.72,518.34,517.665,518.21,1272909
1478,517.47,517.7,517.39,517.7,88082
1479,517.67,517.74,517.41,517.45,29749
1480,517.8,520.35,517.5,517.66,61101
